Prompt,Response,Description,Testcase name
Generate a robot framework test case for testing to Validate Merchant Is Unable To Process Transaction With Negative Amount Due In Specific Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is unable to process transaction with negative amount due in specific invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Unable To Process Transaction With Negative Amount Due In Specific Invoice
    [Documentation] Test case for validating that the merchant is unable to process transaction with negative amount due in specific invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Attempt To Process Transaction With Negative Amount Due In Specific Invoice
    Validate Transaction Rejected",This test case checks the validation for being unable to process transaction with negative amount due in specific invoice functionality of the PayNOW datadriver.,Validate Unable To Process Transaction With Negative Amount Due In Specific Invoice
Generate a robot framework test case for testing to Validate Merchant Is Able To View Surcharge Exempt Is Applied For Customer In Virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view surcharge exempt is applied for customer in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Surcharge Exempt Is Applied For Customer In Virtual Terminal
    [Documentation] Test case for validating that the merchant is able to view surcharge exempt is applied for customer in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Surcharge Exempt Applied In Virtual Terminal",This test case checks the validation for viewing surcharge exempt is applied for customer in virtual terminal functionality of the PayNOW datadriver.,Validate View Surcharge Exempt Is Applied For Customer In Virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To View Surcharge And Change In Total Amount After Selecting Multiple Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view surcharge and change in total amount after selecting multiple invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Surcharge And Change In Total Amount After Selecting Multiple Invoices
    [Documentation] Test case for validating that the merchant is able to view surcharge and change in total amount after selecting multiple invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Select Multiple Invoices
    View Surcharge And Change In Total Amount",This test case checks the validation for viewing surcharge and change in total amount after selecting multiple invoices functionality of the PayNOW datadriver.,Validate View Surcharge And Change In Total Amount After Selecting Multiple Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To View Surcharge Exempt Is Applied For Customer In PayNOW functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view surcharge exempt is applied for customer in PayNOW functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Surcharge Exempt Is Applied For Customer In PayNOW
    [Documentation] Test case for validating that the merchant is able to view surcharge exempt is applied for customer in PayNOW functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Surcharge Exempt Applied In PayNOW",This test case checks the validation for viewing surcharge exempt is applied for customer in PayNOW functionality of the PayNOW datadriver.,Validate View Surcharge Exempt Is Applied For Customer In PayNOW
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoices Count And Status For Successful Transaction functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoices count and status for successful transaction functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoices Count And Status For Successful Transaction
    [Documentation] Test case for validating that the merchant is able to view invoices count and status for successful transaction functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoices Count And Status For Successful Transaction",This test case checks the validation for viewing invoices count and status for successful transaction functionality of the PayNOW datadriver.,Validate View Invoices Count And Status For Successful Transaction
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoices Count And Status For Declined Transaction functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoices count and status for declined transaction functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoices Count And Status For Declined Transaction
    [Documentation] Test case for validating that the merchant is able to view invoices count and status for declined transaction functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoices Count And Status For Declined Transaction",This test case checks the validation for viewing invoices count and status for declined transaction functionality of the PayNOW datadriver.,Validate View Invoices Count And Status For Declined Transaction
Generate a robot framework test case for testing to Validate Merchant Is Able To View Transaction Details after Processing From PayNow functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view transaction details after processing from PayNow functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Transaction Details After Processing From PayNow
    [Documentation] Test case for validating that the merchant is able to view transaction details after processing from PayNow functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Transaction Details After Processing From PayNow",This test case checks the validation for viewing transaction details after processing from PayNow functionality of the PayNOW datadriver.,Validate View Transaction Details After Processing From PayNow
Generate a robot framework test case for testing to Validate Merchant Is Able To View Method After ACH Transaction functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view method after ACH transaction functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Method After ACH Transaction
    [Documentation] Test case for validating that the merchant is able to view method after ACH transaction functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Method After ACH Transaction",This test case checks the validation for viewing method after ACH transaction functionality of the PayNOW datadriver.,Validate View Method After ACH Transaction
Generate a robot framework test case for testing to Validate Merchant Is Able To View Total Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view total invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Total Invoices
    [Documentation] Test case for validating that the merchant is able to view total invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Total Invoices",This test case checks the validation for viewing total invoices functionality of the PayNOW datadriver.,Validate View Total Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To Send Email For the Selected Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to send email for the selected invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Send Email For the Selected Invoice
    [Documentation] Test case for validating that the merchant is able to send email for the selected invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Send Email For the Selected Invoice",This test case checks the validation for sending email for the selected invoice functionality of the PayNOW datadriver.,Validate Send Email For the Selected Invoice
Generate a robot framework test case for testing to Validate Merchant Is Able To Send A Copy Of Receipt functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to send a copy of receipt functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Send A Copy Of Receipt
    [Documentation] Test case for validating that the merchant is able to send a copy of receipt functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Send A Copy Of Receipt",This test case checks the validation for sending a copy of receipt functionality of the PayNOW datadriver.,Validate Send A Copy Of Receipt
Generate a robot framework test case for testing to Validate Merchant Is Able To Send Email for Multiple Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to send email for multiple invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Send Email for Multiple Invoices
    [Documentation] Test case for validating that the merchant is able to send email for multiple invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Send Email for Multiple Invoices",This test case checks the validation for sending email for multiple invoices functionality of the PayNOW datadriver.,Validate Send Email for Multiple Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To Cancel Send Invoice Receipt functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to cancel send invoice receipt functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Cancel Send Invoice Receipt
    [Documentation] Test case for validating that the merchant is able to cancel send invoice receipt functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Cancel Send Invoice Receipt",This test case checks the validation for canceling send invoice receipt functionality of the PayNOW datadriver.,Validate Cancel Send Invoice Receipt
Generate a robot framework test case for testing to Validate Merchant Is Able To Navigate To Transaction Details From Transaction Tab functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to navigate to transaction details from transaction tab functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Navigate To Transaction Details From Transaction Tab
    [Documentation] Test case for validating that the merchant is able to navigate to transaction details from transaction tab functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Navigate To Transaction Details From Transaction Tab",This test case checks the validation for navigating to transaction details from transaction tab functionality of the PayNOW datadriver.,Validate Navigate To Transaction Details From Transaction Tab
Generate a robot framework test case for testing to Validate Credit Card Surcharge After Enabling And Disabling Exempt Surcharge for A Customer functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to validate credit card surcharge after enabling and disabling exempt surcharge for a customer functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Credit Card Surcharge After Enabling And Disabling Exempt Surcharge for A Customer
    [Documentation] Test case for validating that the merchant is able to validate credit card surcharge after enabling and disabling exempt surcharge for a customer functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Validate Credit Card Surcharge After Enabling And Disabling Exempt Surcharge for A Customer",This test case checks the validation for credit card surcharge after enabling and disabling exempt surcharge for a customer functionality of the PayNOW datadriver.,Validate Credit Card Surcharge After Enabling And Disabling Exempt Surcharge for A Customer
Generate a robot framework test case for testing to Validate Invoice Email After Enabling And Disabling PDF Setting functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to validate invoice email after enabling and disabling PDF setting functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Invoice Email After Enabling And Disabling PDF Setting
    [Documentation] Test case for validating that the merchant is able to validate invoice email after enabling and disabling PDF setting functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Validate Invoice Email After Enabling And Disabling PDF Setting",This test case checks the validation for invoice email after enabling and disabling PDF setting functionality of the PayNOW datadriver.,Validate Invoice Email After Enabling And Disabling PDF Setting
Generate a robot framework test case for testing to Validate Merchant Is Able To Enable And Disable Override Payment Method By Customer functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to enable and disable override payment method by customer functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Enable And Disable Override Payment Method By Customer
    [Documentation] Test case for validating that the merchant is able to enable and disable override payment method by customer functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Enable And Disable Override Payment Method By Customer",This test case checks the validation for enabling and disabling override payment method by customer functionality of the PayNOW datadriver.,Validate Enable And Disable Override Payment Method By Customer
Generate a robot framework test case for testing to Validate Merchant Is Able To Enable And Disable Customize By Transaction Source functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to enable and disable customize by transaction source functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Enable And Disable Customize By Transaction Source
    [Documentation] Test case for validating that the merchant is able to enable and disable customize by transaction source functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Enable And Disable Customize By Transaction Source",This test case checks the validation for enabling and disabling customize by transaction source functionality of the PayNOW datadriver.,Validate Enable And Disable Customize By Transaction Source
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoice Number And Email Format In Email Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoice number and email format in email details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoice Number And Email Format In Email Details
    [Documentation] Test case for validating that the merchant is able to view invoice number and email format in email details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoice Number And Email Format In Email Details",This test case checks the validation for viewing invoice number and email format in email details functionality of the PayNOW datadriver.,Validate View Invoice Number And Email Format In Email Details
Generate a robot framework test case for testing to Validate Merchant Is Able To View Provider Response Message And Date Sent In Email Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view provider response message and date sent in email details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Provider Response Message And Date Sent In Email Details
    [Documentation] Test case for validating that the merchant is able to view provider response message and date sent in email details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Provider Response Message And Date Sent In Email Details",This test case checks the validation for viewing provider response message and date sent in email details functionality of the PayNOW datadriver.,Validate View Provider Response Message And Date Sent In Email Details
Generate a robot framework test case for testing to Validate Merchant Is Able To View Multiple Invoices Email Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view multiple invoices email details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Multiple Invoices Email Details
    [Documentation] Test case for validating that the merchant is able to view multiple invoices email details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Multiple Invoices Email Details",This test case checks the validation for viewing multiple invoices email details functionality of the PayNOW datadriver.,Validate View Multiple Invoices Email Details
Generate a robot framework test case for testing to Validate Merchant Is Able To View Account Number In Custom Fields functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view account number in custom fields functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Account Number In Custom Fields
    [Documentation] Test case for validating that the merchant is able to view account number in custom fields functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Account Number In Custom Fields",This test case checks the validation for viewing account number in custom fields functionality of the PayNOW datadriver.,Validate View Account Number In Custom Fields
Generate a robot framework test case for testing to Validate Merchant Is Able To Enter Amount To Pay And Notes In Specific Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to enter amount to pay and notes in specific invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Enter Amount To Pay And Notes In Specific Invoice
    [Documentation] Test case for validating that the merchant is able to enter amount to pay and notes in specific invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Enter Amount To Pay And Notes In Specific Invoice",This test case checks the validation for entering amount to pay and notes in specific invoice functionality of the PayNOW datadriver.,Validate Enter Amount To Pay And Notes In Specific Invoice
Generate a robot framework test case for testing to Validate Total Amount Is Updated As Per The changes in Invoices Due Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the total amount is updated as per the changes in invoices due amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Total Amount Is Updated As Per The changes in Invoices Due Amount
    [Documentation] Test case for validating that the total amount is updated as per the changes in invoices due amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Validate Total Amount Is Updated As Per The changes in Invoices Due Amount",This test case checks the validation for updating total amount as per the changes in invoices due amount functionality of the PayNOW datadriver.,Validate Total Amount Is Updated As Per The changes in Invoices Due Amount
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoice Count In Virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoice count in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoice Count In Virtual Terminal
    [Documentation] Test case for validating that the merchant is able to view invoice count in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoice Count In Virtual Terminal",This test case checks the validation for viewing invoice count in virtual terminal functionality of the PayNOW datadriver.,Validate View Invoice Count In Virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To Process Payment By Selecting Apply To Oldest functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to process payment by selecting apply to oldest functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Process Payment By Selecting Apply To Oldest
    [Documentation] Test case for validating that the merchant is able to process payment by selecting apply to oldest functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Select Apply To Oldest
    Process Payment",This test case checks the validation for processing payment by selecting apply to oldest functionality of the PayNOW datadriver.,Validate Process Payment By Selecting Apply To Oldest
